
# Curve 0 of 1, 501 points
# Curve title: bed_center_cross_section.csv u 14:1
# x y type
 0  4.98451e-09  i
 1.76e-05  4.98451e-09  i
 3.52e-05  4.98451e-09  i
 5.28e-05  4.98451e-09  i
 7.04e-05  4.98451e-09  i
 8.8e-05  4.98451e-09  i
 0.0001056  4.98451e-09  i
 0.0001232  4.98451e-09  i
 0.0001408  4.98451e-09  i
 0.0001584  4.98451e-09  i
 0.000176  4.98451e-09  i
 0.0001936  4.98451e-09  i
 0.0002112  4.98451e-09  i
 0.0002288  4.98451e-09  i
 0.0002464  4.98451e-09  i
 0.000264  4.98451e-09  i
 0.0002816  4.98451e-09  i
 0.0002992  4.98451e-09  i
 0.0003168  4.98451e-09  i
 0.0003344  4.98451e-09  i
 0.000352  4.98451e-09  i
 0.0003696  4.98451e-09  i
 0.0003872  4.98451e-09  i
 0.0004048  4.98451e-09  i
 0.0004224  4.98451e-09  i
 0.00044  4.98451e-09  i
 0.0004576  4.98451e-09  i
 0.0004752  4.98451e-09  i
 0.0004928  4.98451e-09  i
 0.0005104  4.98451e-09  i
 0.000528  4.98451e-09  i
 0.0005456  4.98451e-09  i
 0.0005632  4.98451e-09  i
 0.0005808  4.98451e-09  i
 0.0005984  4.98451e-09  i
 0.000616  4.98451e-09  i
 0.0006336  4.98451e-09  i
 0.0006512  4.98451e-09  i
 0.0006688  4.98451e-09  i
 0.0006864  4.98451e-09  i
 0.000704  4.98451e-09  i
 0.0007216  4.98451e-09  i
 0.0007392  4.98451e-09  i
 0.0007568  4.98451e-09  i
 0.0007744  4.98451e-09  i
 0.000792  4.98451e-09  i
 0.0008096  4.98451e-09  i
 0.0008272  4.98451e-09  i
 0.0008448  4.98451e-09  i
 0.0008624  4.98451e-09  i
 0.00088  4.98451e-09  i
 0.0008976  4.98451e-09  i
 0.0009152  4.98451e-09  i
 0.0009328  4.98451e-09  i
 0.0009504  4.98451e-09  i
 0.000968  4.98451e-09  i
 0.0009856  4.98451e-09  i
 0.0010032  4.98451e-09  i
 0.0010208  4.98451e-09  i
 0.0010384  4.98451e-09  i
 0.001056  4.98451e-09  i
 0.0010736  4.98451e-09  i
 0.0010912  4.98451e-09  i
 0.0011088  4.98451e-09  i
 0.0011264  4.98451e-09  i
 0.001144  4.98451e-09  i
 0.0011616  4.98451e-09  i
 0.0011792  4.98451e-09  i
 0.0011968  4.98451e-09  i
 0.0012144  4.98451e-09  i
 0.001232  4.98451e-09  i
 0.0012496  4.98451e-09  i
 0.0012672  4.98451e-09  i
 0.0012848  4.98451e-09  i
 0.0013024  4.98451e-09  i
 0.00132  4.98451e-09  i
 0.0013376  4.98451e-09  i
 0.0013552  4.98451e-09  i
 0.0013728  4.98451e-09  i
 0.0013904  4.98451e-09  i
 0.001408  4.98451e-09  i
 0.0014256  4.98451e-09  i
 0.0014432  4.98451e-09  i
 0.0014608  4.98451e-09  i
 0.0014784  4.98451e-09  i
 0.001496  4.98451e-09  i
 0.0015136  4.98451e-09  i
 0.0015312  4.98451e-09  i
 0.0015488  4.98451e-09  i
 0.0015664  4.98451e-09  i
 0.001584  4.98451e-09  i
 0.0016016  4.98451e-09  i
 0.0016192  4.98451e-09  i
 0.0016368  4.98451e-09  i
 0.0016544  4.98451e-09  i
 0.001672  4.98451e-09  i
 0.0016896  4.98451e-09  i
 0.0017072  4.98452e-09  i
