
# Curve 0 of 1, 501 points
# Curve title: ""bed_center_cross_section.csv" u x_col:y_col"
# x y type
 0  0.488557  i
 1.76e-05  0.488557  i
 3.52e-05  0.488557  i
 5.28e-05  0.488557  i
 7.04e-05  0.488557  i
 8.8e-05  0.488557  i
 0.0001056  0.488557  i
 0.0001232  0.488557  i
 0.0001408  0.488557  i
 0.0001584  0.488557  i
 0.000176  0.488557  i
 0.0001936  0.488557  i
 0.0002112  0.488557  i
 0.0002288  0.488557  i
 0.0002464  0.488557  i
 0.000264  0.488557  i
 0.0002816  0.488557  i
 0.0002992  0.488557  i
 0.0003168  0.488557  i
 0.0003344  0.488557  i
 0.000352  0.488557  i
 0.0003696  0.488557  i
 0.0003872  0.488557  i
 0.0004048  0.488557  i
 0.0004224  0.488557  i
 0.00044  0.488557  i
 0.0004576  0.488557  i
 0.0004752  0.488557  i
 0.0004928  0.488557  i
 0.0005104  0.488557  i
 0.000528  0.488557  i
 0.0005456  0.488557  i
 0.0005632  0.488557  i
 0.0005808  0.488557  i
 0.0005984  0.488557  i
 0.000616  0.488557  i
 0.0006336  0.488557  i
 0.0006512  0.488557  i
 0.0006688  0.488557  i
 0.0006864  0.488557  i
 0.000704  0.488557  i
 0.0007216  0.488557  i
 0.0007392  0.488557  i
 0.0007568  0.488557  i
 0.0007744  0.488557  i
 0.000792  0.488557  i
 0.0008096  0.488557  i
 0.0008272  0.488557  i
 0.0008448  0.488557  i
 0.0008624  0.488557  i
 0.00088  0.488557  i
 0.0008976  0.488557  i
 0.0009152  0.488557  i
 0.0009328  0.488557  i
 0.0009504  0.488557  i
 0.000968  0.488557  i
 0.0009856  0.488557  i
 0.0010032  0.488557  i
 0.0010208  0.488557  i
 0.0010384  0.488557  i
 0.001056  0.488557  i
 0.0010736  0.488557  i
 0.0010912  0.488557  i
 0.0011088  0.488557  i
 0.0011264  0.488557  i
 0.001144  0.488557  i
 0.0011616  0.488556  i
 0.0011792  0.488556  i
 0.0011968  0.488556  i
 0.0012144  0.488556  i
 0.001232  0.488556  i
 0.0012496  0.488556  i
 0.0012672  0.488556  i
 0.0012848  0.488556  i
 0.0013024  0.488556  i
 0.00132  0.488556  i
 0.0013376  0.488556  i
 0.0013552  0.488556  i
 0.0013728  0.488556  i
 0.0013904  0.488556  i
 0.001408  0.488556  i
 0.0014256  0.488556  i
 0.0014432  0.488556  i
 0.0014608  0.488556  i
 0.0014784  0.488556  i
 0.001496  0.488556  i
 0.0015136  0.488556  i
 0.0015312  0.488556  i
 0.0015488  0.488556  i
 0.0015664  0.488556  i
 0.001584  0.488556  i
 0.0016016  0.488556  i
 0.0016192  0.488556  i
 0.0016368  0.488556  i
 0.0016544  0.488556  i
 0.001672  0.488556  i
 0.0016896  0.488556  i
 0.0017072  0.488556  i
 0.0017248  0.488556  i
 0.0017424  0.488556  i
 0.00176  0.488556  i
 0.0017776  0.488556  i
 0.0017952  0.488556  i
 0.0018128  0.488556  i
 0.0018304  0.488556  i
 0.001848  0.488556  i
 0.0018656  0.488556  i
 0.0018832  0.488556  i
 0.0019008  0.488556  i
 0.0019184  0.488556  i
 0.001936  0.488556  i
 0.0019536  0.488556  i
 0.0019712  0.488556  i
 0.0019888  0.488556  i
 0.0020064  0.488556  i
 0.002024  0.488556  i
 0.0020416  0.488556  i
 0.0020592  0.488556  i
 0.0020768  0.488556  i
 0.0020944  0.488556  i
 0.002112  0.488556  i
 0.0021296  0.488556  i
 0.0021472  0.488556  i
 0.0021648  0.488556  i
 0.0021824  0.488556  i
 0.0022  0.488556  i
